"case_id","op_read","stretch_phase","stretch_bit","extra_cycles","edge_phase_ns","scl_input_delay_ns","sda_input_delay_ns","ack_mode","ack_lead_ns","early_release_ns","stratum","declared_class","checker","experiment_outcome","success","timeout","raw","starts","stops","bytes","bits","max_scl_wait","target_low","master_release","slave_release","bus_high","bus_fall","ack_assert","ack_release","sample","sample_bus_sda","sample_raw_sda","sample_filtered_sda","raw_scl_high","sync_scl_high","filtered_scl_high","raw_sda_low","sync_sda_low","filtered_sda_low","ack_high_violation","starts_pin","stops_pin","pin_rises","pin_bytes","ack_valid_from_low_ps","ack_setup_to_high_ps","log_sha256","pin_sha256"
"205","1","1","-1","256","8","500","32","0","2000","0","rise_recognition","DIGITAL_SENSITIVITY_ANALOG_UNVERIFIED","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","292","750664000","770680000","774784000","774784000","795368000","750664000","0","795368000","0","0","0","775284000","775304000","775352000","669448000","669480000","669528000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24120000","1785281EED9EE07E913F82E7BBF2C1441CEF3530F54E9C40D6668D996C5BA5F0","0C6F2B70BE1039029D3392B9A1C5EDE5AC361D3134E54975CD6ADDF296603431"
"206","1","1","-1","256","8","500","32","2","1250","0","rise_recognition","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","2","1","3","24","292","750664000","770680000","774784000","774784000","795368000","773534000","0","795368000","0","0","0","775284000","775304000","775352000","773534000","773560000","773608000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","22870000","1250000","7CFE5B93AC8DDD3E731AB52902ACAEF6DB38C68D48CF5BE5D097F35D631D081A","0C6F2B70BE1039029D3392B9A1C5EDE5AC361D3134E54975CD6ADDF296603431"
"207","1","1","-1","256","8","1000","32","0","2000","0","rise_recognition","DIGITAL_SENSITIVITY_ANALOG_UNVERIFIED","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","323","759096000","779112000","783216000","783216000","804296000","759096000","0","804296000","0","0","0","784216000","784232000","784280000","676888000","676920000","676968000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24120000","2BAD9F7E83BE4506ADF2588B0FB9EF90D300E8FDD95F0B25F2589CF7436B346F","A554750170084A47FF663F149C8AADA925D914A803DE2E6F7A23FA0C096D38D1"
"208","1","1","-1","256","8","1000","32","2","1250","0","rise_recognition","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","2","1","3","24","323","759096000","779112000","783216000","783216000","804296000","781966000","0","804296000","0","0","0","784216000","784232000","784280000","781966000","781992000","782040000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","22870000","1250000","A383559E57AB7E1F85F5002903EDE06FED321E9F87D9C74E3A5B64F44F830DB7","A554750170084A47FF663F149C8AADA925D914A803DE2E6F7A23FA0C096D38D1"
"209","1","1","-1","256","8","2000","32","0","2000","0","rise_recognition","DIGITAL_SENSITIVITY_ANALOG_UNVERIFIED","PASS","CLEAN_SENSITIVITY","1","0","0","2","1","3","24","386","775960000","795976000","800080000","800080000","822168000","775960000","0","822168000","0","0","0","802080000","802104000","802152000","691768000","691800000","691848000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24120000","BED8D0176CF7E6141119FC13087EFF5E8FE368F51C7FF4F0757A26722C072029","9D26373F7E64A7F95CAF93B1087C918F849AB182B7E28430951CF99B26EC801E"
"210","1","1","-1","256","8","2000","32","2","1250","0","rise_recognition","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","2","1","3","24","386","775960000","795976000","800080000","800080000","822168000","798830000","0","822168000","0","0","0","802080000","802104000","802152000","798830000","798856000","798904000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","22870000","1250000","AF21DF7E66B5582EBCC6BB3F16236EFEB2502F4948763B2CE0E74B866E194632","9D26373F7E64A7F95CAF93B1087C918F849AB182B7E28430951CF99B26EC801E"
"211","0","3","-1","256","8","0","0","3","2000","16","early_release_control","INTENTIONALLY_INVALID_ACK_HOLD","PASS","EARLY_RELEASE_INVALID_STRESS","0","0","4","1","1","3","24","261","1103240000","1123256000","1127360000","1127360000","0","1103240000","1127376000","1147448000","1","1","1","1127360000","1127384000","1127432000","1103240000","1103272000","1103320000","1","1","2","27","[(0, 96), (0, 255), (0, 5)]","0","24120000","72C1A09FA8B1A6B672F0BFE4A852B5E042D56B33D000C6635C8EBD51F44E1748","D0C1C649190A8BFC9930542CD8502AAE50722976D31DA92E9C3652BE685D786F"
"212","0","3","-1","256","8","0","0","3","2000","128","early_release_control","INTENTIONALLY_INVALID_ACK_HOLD","PASS","EARLY_RELEASE_INVALID_STRESS","0","0","4","1","1","3","24","261","1103240000","1123256000","1127360000","1127360000","0","1103240000","1127488000","1147448000","1","1","1","1127360000","1127384000","1127432000","1103240000","1103272000","1103320000","1","1","2","27","[(0, 96), (0, 255), (0, 5)]","0","24120000","5A945DEFD0BDBE6E8EA69040834D0760C36CCA1C6A55297116DCAA7926FCBB6F","B4FDF7B719541DE83994E0432B159F082E518AFEAE679DB86A165A252D415BE0"
"213","1","1","-1","256","8","0","0","3","2000","16","early_release_control","INTENTIONALLY_INVALID_ACK_HOLD","PASS","EARLY_RELEASE_INVALID_STRESS","0","0","2","1","1","2","16","261","742232000","762248000","766352000","766352000","0","742232000","766368000","786440000","1","1","1","766352000","766376000","766424000","662008000","662040000","662088000","1","1","2","18","[(0, 96), (0, 244)]","0","24120000","C9A8E4EEDAD63E73ED55753B885A64CEDF980479E5B7EED43B27137DC7701123","544840FD82C2EA9260E60F023E92099590885271560C43751ED63F16FA3A9D9E"
"214","1","1","-1","256","8","0","0","3","2000","128","early_release_control","INTENTIONALLY_INVALID_ACK_HOLD","PASS","EARLY_RELEASE_INVALID_STRESS","0","0","2","1","1","2","16","261","742232000","762248000","766352000","766352000","0","742232000","766480000","786440000","1","1","1","766352000","766376000","766424000","662008000","662040000","662088000","1","1","2","18","[(0, 96), (0, 244)]","0","24120000","81013E6548CA5355802D92DF4CDED20B9FC62EF3212E650427D51B03ECE08D63","0F7A7F51E22D07DB15E3841D5E5BC1D7DBB8FDE9FD50379154487022D9FAC192"
