"Profile","RowID","DestinationPin","DestinationCell","ExpectedDestinationClock","ResolvedDestinationClocks","StartpointCell","StartpointRef","StartpointClocks","ClockRelation"
"product","WARN-CHG-0199","G2B_ONECH_C2H/shadow_last_global_reg[25]/D","G2B_ONECH_C2H/shadow_last_global_reg[25]","userclk1","userclk1","G2B_ONECH_C2H/snapshot_epoch_sync2_axi_reg[27]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0199","G2B_ONECH_C2H/shadow_last_global_reg[25]/D","G2B_ONECH_C2H/shadow_last_global_reg[25]","userclk1","userclk1","G2B_ONECH_C2H/snapshot_epoch_sync2_axi_reg[28]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0199","G2B_ONECH_C2H/shadow_last_global_reg[25]/D","G2B_ONECH_C2H/shadow_last_global_reg[25]","userclk1","userclk1","G2B_ONECH_C2H/snapshot_epoch_sync2_axi_reg[29]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0199","G2B_ONECH_C2H/shadow_last_global_reg[25]/D","G2B_ONECH_C2H/shadow_last_global_reg[25]","userclk1","userclk1","G2B_ONECH_C2H/snapshot_epoch_sync2_axi_reg[30]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0199","G2B_ONECH_C2H/shadow_last_global_reg[25]/D","G2B_ONECH_C2H/shadow_last_global_reg[25]","userclk1","userclk1","G2B_ONECH_C2H/snapshot_epoch_sync2_axi_reg[31]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0199","G2B_ONECH_C2H/shadow_last_global_reg[25]/D","G2B_ONECH_C2H/shadow_last_global_reg[25]","userclk1","userclk1","G2B_ONECH_C2H/snapshot_req_toggle_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0199","G2B_ONECH_C2H/shadow_last_global_reg[25]/D","G2B_ONECH_C2H/shadow_last_global_reg[25]","userclk1","userclk1","G2B_ONECH_C2H/standalone_req_seen_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0199","G2B_ONECH_C2H/shadow_last_global_reg[25]/D","G2B_ONECH_C2H/shadow_last_global_reg[25]","userclk1","userclk1","G2B_ONECH_C2H/standalone_req_sync2_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0199","G2B_ONECH_C2H/shadow_last_global_reg[25]/D","G2B_ONECH_C2H/shadow_last_global_reg[25]","userclk1","userclk1","G2B_ONECH_C2H/stats_ack_sync2_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0199","G2B_ONECH_C2H/shadow_last_global_reg[25]/D","G2B_ONECH_C2H/shadow_last_global_reg[25]","userclk1","userclk1","G2B_ONECH_C2H/stats_req_toggle_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0199","G2B_ONECH_C2H/shadow_last_global_reg[25]/D","G2B_ONECH_C2H/shadow_last_global_reg[25]","userclk1","userclk1","G2B_ONECH_C2H/stored_enable_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0199","G2B_ONECH_C2H/shadow_last_global_reg[25]/D","G2B_ONECH_C2H/shadow_last_global_reg[25]","userclk1","userclk1","G2B_ONECH_C2H/stream_reset_busy_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0199","G2B_ONECH_C2H/shadow_last_global_reg[25]/D","G2B_ONECH_C2H/shadow_last_global_reg[25]","userclk1","userclk1","G2B_ONECH_C2H/stream_reset_is_hard_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0199","G2B_ONECH_C2H/shadow_last_global_reg[25]/D","G2B_ONECH_C2H/shadow_last_global_reg[25]","userclk1","userclk1","G2B_ONECH_C2H/transport_ack_sync2_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0199","G2B_ONECH_C2H/shadow_last_global_reg[25]/D","G2B_ONECH_C2H/shadow_last_global_reg[25]","userclk1","userclk1","G2B_ONECH_C2H/transport_followup_hard_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0199","G2B_ONECH_C2H/shadow_last_global_reg[25]/D","G2B_ONECH_C2H/shadow_last_global_reg[25]","userclk1","userclk1","G2B_ONECH_C2H/transport_req_toggle_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[0]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[1]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[2]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[3]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[4]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[5]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[6]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[7]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[8]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[9]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[10]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[11]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[12]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[13]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[14]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[15]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[16]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[0]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[1]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[2]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[3]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[4]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[5]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[6]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[7]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[8]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[9]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[10]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[11]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[12]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[13]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[14]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[15]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[16]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/FSM_onehot_state_reg[3]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/FSM_onehot_state_reg[5]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/wdata_stored_reg[0]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/wdata_stored_reg[1]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/wdata_stored_reg[2]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/wstrb_stored_reg[0]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/axis_state_reg[0]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/axis_state_reg[1]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/axis_state_reg[2]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/commit_fifo_count_reg[0]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/commit_fifo_count_reg[1]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/commit_fifo_count_reg[2]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/commit_sync2_axi_reg[0]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/commit_sync2_axi_reg[1]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/commit_sync2_axi_reg[2]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/commit_sync2_axi_reg[3]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/enable_ack_sync2_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/enable_req_toggle_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/enable_retry_after_reset_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/error_status_axi_reg[3]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/error_status_axi_reg[4]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/error_status_axi_reg[5]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/hard_source_clear_observed_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/last_global_axi_reg[26]","FDSE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/mmio_rsp_valid_reg","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/mmio_state_reg[0]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/mmio_state_reg[1]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/pending_enable_value_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/pending_stats_enable_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/pending_stats_then_stream_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]","FDRE","nvp_vclk1","CROSS_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","FDRE","nvp_vclk1","CROSS_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[2]","FDRE","nvp_vclk1","CROSS_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[3]","FDRE","nvp_vclk1","CROSS_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_epoch_axi_reg[0]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_epoch_axi_reg[1]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_epoch_axi_reg[2]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_epoch_axi_reg[3]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_epoch_axi_reg[4]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_epoch_axi_reg[5]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_epoch_axi_reg[6]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_epoch_axi_reg[7]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_epoch_axi_reg[8]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_epoch_axi_reg[9]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_epoch_axi_reg[10]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_epoch_axi_reg[11]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_epoch_axi_reg[12]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_epoch_axi_reg[13]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_epoch_axi_reg[14]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_epoch_axi_reg[15]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_epoch_axi_reg[16]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_epoch_axi_reg[17]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_epoch_axi_reg[18]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_epoch_axi_reg[19]","FDRE","userclk1","SAME_CLOCK"
"product","WARN-CHG-0200","G2B_ONECH_C2H/shadow_last_global_reg[26]/D","G2B_ONECH_C2H/shadow_last_global_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_epoch_axi_reg[20]","FDRE","userclk1","SAME_CLOCK"
