TimestampNs,Operation,Offset,Value,Purpose,Result
1789085828878320236,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085828888729349,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085828899182893,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085828909592569,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085828920010066,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085828930426995,READ,0x3C10,0x00000143,SESSION_02_READY,PASS
1789085828940614628,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085828951024603,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085828961436741,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085828971851035,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085828982259305,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085828992667026,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085829003079504,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085829013537579,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085829023976045,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085829034392052,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085829044811773,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085829055230395,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085829065645027,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085829076216692,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085829086355554,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085829096771711,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085829107218272,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085829117638126,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085829128058359,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085829138607953,READ,0x3C10,0x000001C3,SESSION_02_READY,PASS
1789085829149031642,READ,0x3C10,0x00000143,SESSION_02_READY,PASS
1789085829159442620,READ,0x3C10,0x00000187,SESSION_02_READY,PASS
1789085829159476202,READ,0x3D20,0x00000001,SNAPSHOT_VALID_PRE,PASS
1789085829159481271,READ,0x3D28,0x00000002,SNAPSHOT_GENERATION_PRE,PASS
1789085829159485609,READ,0x3D24,0x00000002,SNAPSHOT_SESSION_PRE,PASS
1789085829159492652,READ,0x3D00,0x02440002,SNAPSHOT_WORD_0,PASS
1789085829159498533,READ,0x3D04,0x01010405,SNAPSHOT_WORD_1,PASS
1789085829159522066,READ,0x3D08,0x0F000F00,SNAPSHOT_WORD_2,PASS
1789085829159526655,READ,0x3D0C,0x57461305,SNAPSHOT_WORD_3,PASS
1789085829159530622,READ,0x3D10,0x00020042,SNAPSHOT_WORD_4,PASS
1789085829159535291,READ,0x3D14,0x00000075,SNAPSHOT_WORD_5,PASS
1789085829159539649,READ,0x3D18,0x00000000,SNAPSHOT_WORD_6,PASS
1789085829159543877,READ,0x3D1C,0x00000000,SNAPSHOT_WORD_7,PASS
1789085829159548435,READ,0x3D28,0x00000002,SNAPSHOT_GENERATION_POST,PASS
1789085829159552763,READ,0x3D24,0x00000002,SNAPSHOT_SESSION_POST,PASS
1789085829159556720,READ,0x3D20,0x00000001,SNAPSHOT_VALID_POST,PASS
1789085829159563533,READ,0x3C20,0x00000002,SNAPSHOT_FIRMWARE_SESSION,PASS
1789085859658809972,READ,0x3D20,0x00000001,SNAPSHOT_VALID_PRE,PASS
1789085859658817125,READ,0x3D28,0x00000002,SNAPSHOT_GENERATION_PRE,PASS
1789085859658821563,READ,0x3D24,0x00000002,SNAPSHOT_SESSION_PRE,PASS
1789085859658826883,READ,0x3D00,0x02440002,SNAPSHOT_WORD_0,PASS
1789085859658831331,READ,0x3D04,0x01010405,SNAPSHOT_WORD_1,PASS
1789085859658835419,READ,0x3D08,0x0F000F00,SNAPSHOT_WORD_2,PASS
1789085859658839477,READ,0x3D0C,0x57461305,SNAPSHOT_WORD_3,PASS
1789085859658843454,READ,0x3D10,0x00020042,SNAPSHOT_WORD_4,PASS
1789085859658847562,READ,0x3D14,0x00000075,SNAPSHOT_WORD_5,PASS
1789085859658851729,READ,0x3D18,0x00000000,SNAPSHOT_WORD_6,PASS
1789085859658855997,READ,0x3D1C,0x00000000,SNAPSHOT_WORD_7,PASS
1789085859658860185,READ,0x3D28,0x00000002,SNAPSHOT_GENERATION_POST,PASS
1789085859658864203,READ,0x3D24,0x00000002,SNAPSHOT_SESSION_POST,PASS
1789085859658867990,READ,0x3D20,0x00000001,SNAPSHOT_VALID_POST,PASS
1789085859658871707,READ,0x3C20,0x00000002,SNAPSHOT_FIRMWARE_SESSION,PASS
1789085859658894619,READ,0x3C38,0x00000001,POST_CAPTURE_ROUTE,PASS
1789085859687657688,WRITE,0x3C34,0x0002000A,HOST_CAPTURE_RESPONSE_FAIL,PASS
1789085859687676292,READ,0x3C10,0x00000053,SESSION_02_FAILURE_RESTORE,PASS
1789085859698097511,READ,0x3C10,0x00000053,SESSION_02_FAILURE_RESTORE,PASS
1789085859708518650,READ,0x3C10,0x000000B2,SESSION_02_FAILURE_RESTORE,PASS
1789085859708566318,READ,0x3C10,0x000000B2,FAILURE_RESTORE_CHECK,PASS
1789085859708573963,READ,0x3C14,0x00000008,FAILURE_RESTORE_ERROR,PASS
1789085859708583170,READ,0x3C10,0x000000B2,FAILURE_SAFE_RESTORE_WAIT,PASS
1789085859708588880,READ,0x3C10,0x000000B2,FAILURE_RESTORE_FINAL_STATUS,PASS
1789085859708599039,READ,0x3C14,0x00000008,FAILURE_RESTORE_FINAL_ERROR,PASS
